gene_symbol, H3k27me3, H3k36me3, expression, MAE(T/F), tissue, organism
fbxl18, 0.199, 0.601, 0.589, 0, Bcellcd43n, mouse
fbxl18, 0.224, 0.422, 0.467, 0, Heart, mouse
fbxl18, 0.099, 0.501, 0.459, 0, Kidney, mouse
fbxl18, 0.334, 0.551, 0.530, 0, Liver, mouse
fbxl18, 0.164, 0.692, 0.466, 0, SmIntestine, mouse
fbxl18, 0.370, 0.636, 0.515, 0, Spleen, mouse
fbxl18, 0.124, 0.662, 0.478, 0, Testis, mouse
fbxl18, 0.184, 0.566, 0.739, 0, Thymus, mouse
fbxl18, 0.082, 0.719, 0.674, 0, C2C12_EqS, mouse
fbxl18, 0.199, 0.740, 0.714, 0, C2C12, mouse
fbxl18, 0.322, 0.773, 0.587, 0, CH12, mouse
fbxl18, 0.590, 0.757, 0.549, 0, E14_WholeBrain, mouse
fbxl18, 0.460, 0.713, 0.726, 0, Erythroblast, mouse
fbxl18, 0.069, 0.609, 0.701, 0, ESBruce4, mouse
fbxl18, 0.377, 0.829, 0.705, 0, ES, mouse
fbxl18, 0.425, 0.811, 0.766, 0, G1E_ER, mouse
fbxl18, 0.516, 0.861, 0.706, 0, G1E, mouse
fbxl18, 0.175, 0.654, 0.597, 0, Lymphoblast, mouse
fbxl18, 0.563, 0.748, 0.745, 0, Megakaryocyte, mouse
fbxl18, 0.268, 0.428, 0.791, 0, MEL, mouse
fbxl18, 0.360, 0.813, 0.677, 0, NeuronalProgenitor_(EMTAB1822), mouse
fbxl18, 0.360, 0.813, 0.677, 0, NeuronalProgenitor_(GSE54016), mouse
fbxl18, 0.408, 0.844, 0.699, 0, Neuron, mouse
fbxl18, , , , NA, Lymphoblast_PMC3334567, mouse
fbxl18, , , 0.558, 0, GM12878, human
fbxl18, , , 0.581, 0, K562, human
fbxl18, , , 0.604, 0, H1ESC, human
fbxl18, , , 0.614, 0, HSMM, human
fbxl18, , , 0.580, 0, HUVEC, human
fbxl18, , , 0.652, 0, HMEC, human
fbxl18, , , 0.574, 0, HCC1954, human
fbxl18, , , 0.558, 0, PBMC, human
fbxl18, , , , NA, B_Cell, human
pde7a, 0.261, 0.611, 0.557, 0, Fibroblast, mouse
pde7a, 0.370, 0.787, 0.896, 0, Bcellcd43n, mouse
pde7a, 0.494, 0.803, 0.647, 0, Heart, mouse
pde7a, 0.415, 0.724, 0.582, 0, Kidney, mouse
pde7a, 0.428, 0.693, 0.527, 0, Liver, mouse
pde7a, 0.356, 0.612, 0.574, 0, SmIntestine, mouse
pde7a, 0.247, 0.785, 0.761, 0, Spleen, mouse
pde7a, 0.254, 0.634, 0.584, 0, Testis, mouse
pde7a, 0.349, 0.682, 0.676, 0, Thymus, mouse
pde7a, 0.113, 0.722, 0.582, 0, C2C12_EqS, mouse
pde7a, 0.191, 0.631, 0.554, 0, C2C12, mouse
pde7a, 0.218, 0.731, 0.653, 0, CH12, mouse
pde7a, 0.131, 0.715, 0.784, 0, E14_WholeBrain, mouse
pde7a, 0.167, 0.694, 0.576, 0, Erythroblast, mouse
pde7a, 0.255, 0.777, 0.745, 0, ESBruce4, mouse
pde7a, 0.140, 0.704, 0.633, 0, ES, mouse
pde7a, 0.270, 0.620, 0.572, 0, G1E_ER, mouse
pde7a, 0.176, 0.621, 0.551, 0, G1E, mouse
pde7a, 0.400, 0.757, 0.884, 0, Lymphoblast, mouse
pde7a, 0.616, 0.534, 0.416, 1, Megakaryocyte, mouse
pde7a, 0.669, 0.538, 0.576, 1, MEL, mouse
pde7a, 0.106, 0.736, 0.741, 0, NeuronalProgenitor_(EMTAB1822), mouse
pde7a, 0.106, 0.736, 0.741, 0, NeuronalProgenitor_(GSE54016), mouse
pde7a, 0.218, 0.575, 0.678, 0, Neuron, mouse
pde7a, , , , NA, Lymphoblast_PMC3334567, mouse
pde7a, , , 0.800, 0, GM12878, human
pde7a, , , 0.662, 0, K562, human
pde7a, , , 0.796, 0, H1ESC, human
pde7a, , , 0.452, 0, HSMM, human
pde7a, , , 0.666, 0, HUVEC, human
pde7a, , , 0.624, 0, HMEC, human
pde7a, , , 0.678, 0, HCC1954, human
pde7a, , , 0.800, 0, PBMC, human
pde7a, , , , NA, B_Cell, human
kcng1, 0.972, 0.011, 0.203, 1, Fibroblast, mouse
kcng1, 0.239, 0.596, 0.798, 0, Bcellcd43n, mouse
kcng1, 0.954, 0.091, 0.223, 1, Heart, mouse
kcng1, 0.491, 0.122, 0.189, 1, Kidney, mouse
kcng1, 0.936, 0.128, 0.195, 1, Liver, mouse
kcng1, 0.897, 0.329, 0.204, 1, SmIntestine, mouse
kcng1, 0.445, 0.501, 0.205, 0, Spleen, mouse
kcng1, 0.950, 0.318, 0.542, 1, Testis, mouse
kcng1, 0.512, 0.144, 0.208, 1, Thymus, mouse
kcng1, 0.920, 0.077, 0.107, 1, C2C12_EqS, mouse
kcng1, 0.975, 0.080, 0.114, 1, C2C12, mouse
kcng1, 0.838, 0.497, 0.389, 1, CH12, mouse
kcng1, 0.666, 0.500, 0.446, 1, E14_WholeBrain, mouse
kcng1, 0.870, 0.369, 0.455, 1, Erythroblast, mouse
kcng1, 0.478, 0.319, 0.386, 1, ESBruce4, mouse
kcng1, 0.922, 0.508, 0.520, 1, ES, mouse
kcng1, 0.563, 0.482, 0.152, 1, G1E_ER, mouse
kcng1, 0.608, 0.440, 0.095, 1, G1E, mouse
kcng1, 0.552, 0.096, 0.411, 1, Lymphoblast, mouse
kcng1, 0.893, 0.392, 0.134, 1, Megakaryocyte, mouse
kcng1, 0.613, 0.077, 0.404, 1, MEL, mouse
kcng1, 0.755, 0.496, 0.514, 1, NeuronalProgenitor_(EMTAB1822), mouse
kcng1, 0.755, 0.496, 0.514, 1, NeuronalProgenitor_(GSE54016), mouse
kcng1, 0.721, 0.338, 0.350, 1, Neuron, mouse
kcng1, , , , NA, Lymphoblast_PMC3334567, mouse
kcng1, , , 0.395, 1, GM12878, human
kcng1, , , 0.458, 1, K562, human
kcng1, , , 0.639, 1, H1ESC, human
kcng1, , , 0.512, 1, HSMM, human
kcng1, , , 0.431, 1, HUVEC, human
kcng1, , , 0.583, 0, HMEC, human
kcng1, , , 0.502, 1, HCC1954, human
kcng1, , , 0.395, 1, PBMC, human
kcng1, , , , NA, B_Cell, human
ttll5, 0.472, 0.679, 0.492, 0, Fibroblast, mouse
ttll5, 0.315, 0.601, 0.521, 0, Bcellcd43n, mouse
ttll5, 0.464, 0.686, 0.527, 0, Heart, mouse
ttll5, 0.409, 0.730, 0.426, 0, Kidney, mouse
ttll5, 0.511, 0.801, 0.556, 0, Liver, mouse
ttll5, 0.221, 0.651, 0.454, 0, SmIntestine, mouse
ttll5, 0.354, 0.621, 0.416, 0, Spleen, mouse
ttll5, 0.295, 0.846, 0.751, 0, Testis, mouse
ttll5, 0.356, 0.683, 0.490, 0, Thymus, mouse
ttll5, 0.214, 0.704, 0.559, 0, C2C12_EqS, mouse
ttll5, 0.156, 0.644, 0.545, 0, C2C12, mouse
ttll5, 0.341, 0.601, 0.484, 0, CH12, mouse
ttll5, 0.284, 0.627, 0.442, 0, E14_WholeBrain, mouse
ttll5, 0.138, 0.690, 0.607, 0, Erythroblast, mouse
ttll5, 0.349, 0.681, 0.512, 0, ESBruce4, mouse
ttll5, 0.324, 0.610, 0.415, 0, ES, mouse
ttll5, 0.204, 0.683, 0.622, 0, G1E_ER, mouse
ttll5, 0.141, 0.689, 0.590, 0, G1E, mouse
ttll5, 0.280, 0.634, 0.664, 0, Lymphoblast, mouse
ttll5, 0.450, 0.631, 0.519, 0, Megakaryocyte, mouse
ttll5, 0.121, 0.500, 0.530, 0, MEL, mouse
ttll5, 0.338, 0.601, 0.407, 0, NeuronalProgenitor_(EMTAB1822), mouse
ttll5, 0.338, 0.601, 0.407, 0, NeuronalProgenitor_(GSE54016), mouse
ttll5, 0.490, 0.639, 0.441, 0, Neuron, mouse
ttll5, , , , NA, Lymphoblast_PMC3334567, mouse
ttll5, , , 0.627, 0, GM12878, human
ttll5, , , 0.585, 0, K562, human
ttll5, , , 0.697, 0, H1ESC, human
ttll5, , , 0.553, 0, HSMM, human
ttll5, , , 0.804, 0, HUVEC, human
ttll5, , , 0.649, 0, HMEC, human
ttll5, , , 0.606, 0, HCC1954, human
ttll5, , , 0.627, 0, PBMC, human
ttll5, , , , NA, B_Cell, human
tacc1, 0.157, 0.743, 0.773, 0, Fibroblast, mouse
tacc1, 0.304, 0.892, 0.889, 0, Bcellcd43n, mouse
tacc1, 0.220, 0.748, 0.825, 0, Heart, mouse
tacc1, 0.343, 0.725, 0.766, 0, Kidney, mouse
tacc1, 0.522, 0.834, 0.817, 0, Liver, mouse
tacc1, 0.429, 0.634, 0.577, 0, SmIntestine, mouse
tacc1, 0.162, 0.853, 0.848, 0, Spleen, mouse
tacc1, 0.307, 0.872, 0.875, 0, Testis, mouse
tacc1, 0.532, 0.835, 0.839, 0, Thymus, mouse
tacc1, 0.351, 0.860, 0.759, 0, C2C12_EqS, mouse
tacc1, 0.287, 0.795, 0.742, 0, C2C12, mouse
tacc1, 0.121, 0.843, 0.762, 0, CH12, mouse
tacc1, 0.359, 0.780, 0.732, 0, E14_WholeBrain, mouse
tacc1, 0.265, 0.946, 0.870, 0, Erythroblast, mouse
tacc1, 0.427, 0.719, 0.680, 0, ESBruce4, mouse
tacc1, 0.461, 0.751, 0.733, 0, ES, mouse
tacc1, 0.283, 0.948, 0.922, 0, G1E_ER, mouse
tacc1, 0.250, 0.912, 0.839, 0, G1E, mouse
tacc1, 0.276, 0.739, 0.742, 0, Lymphoblast, mouse
tacc1, 0.207, 0.960, 0.843, 0, Megakaryocyte, mouse
tacc1, 0.217, 0.775, 0.755, 0, MEL, mouse
tacc1, 0.652, 0.716, 0.602, 0, NeuronalProgenitor_(EMTAB1822), mouse
tacc1, 0.652, 0.716, 0.602, 0, NeuronalProgenitor_(GSE54016), mouse
tacc1, 0.343, 0.890, 0.702, 0, Neuron, mouse
tacc1, , , , NA, Lymphoblast_PMC3334567, mouse
tacc1, , , 0.914, 0, GM12878, human
tacc1, , , 0.719, 1, K562, human
tacc1, , , 0.540, 1, H1ESC, human
tacc1, , , 0.909, 0, HSMM, human
tacc1, , , 0.950, 0, HUVEC, human
tacc1, , , 0.727, 0, HMEC, human
tacc1, , , 0.668, 0, HCC1954, human
tacc1, , , 0.914, 1, PBMC, human
tacc1, , , , NA, B_Cell, human
znf107, , , 0.625, 0, GM12878, human
znf107, , , 0.548, 0, K562, human
znf107, , , 0.679, 0, H1ESC, human
znf107, , , 0.515, 0, HSMM, human
znf107, , , 0.493, 0, HUVEC, human
znf107, , , 0.507, 0, HMEC, human
znf107, , , 0.592, 0, HCC1954, human
znf107, , , 0.625, 0, PBMC, human
znf107, , , , NA, B_Cell, human
mynn, 0.037, 0.627, 0.716, 0, Fibroblast, mouse
mynn, 0.318, 0.849, 0.775, 0, Bcellcd43n, mouse
mynn, 0.112, 0.825, 0.541, 0, Heart, mouse
mynn, 0.462, 0.910, 0.611, 0, Kidney, mouse
mynn, 0.113, 0.872, 0.530, 0, Liver, mouse
mynn, 0.251, 0.932, 0.713, 0, SmIntestine, mouse
mynn, 0.220, 0.926, 0.620, 0, Spleen, mouse
mynn, 0.720, 0.892, 0.681, 0, Testis, mouse
mynn, 0.247, 0.850, 0.662, 0, Thymus, mouse
mynn, 0.091, 0.946, 0.657, 0, C2C12_EqS, mouse
mynn, 0.244, 0.898, 0.650, 0, C2C12, mouse
mynn, 0.060, 0.845, 0.711, 0, CH12, mouse
mynn, 0.279, 0.910, 0.735, 0, E14_WholeBrain, mouse
mynn, 0.138, 0.922, 0.739, 0, Erythroblast, mouse
mynn, 0.289, 0.893, 0.712, 0, ESBruce4, mouse
mynn, 0.199, 0.887, 0.767, 0, ES, mouse
mynn, 0.122, 0.851, 0.731, 0, G1E_ER, mouse
mynn, 0.195, 0.859, 0.694, 0, G1E, mouse
mynn, 0.269, 0.954, 0.677, 0, Lymphoblast, mouse
mynn, 0.118, 0.880, 0.617, 0, Megakaryocyte, mouse
mynn, 0.102, 0.680, 0.766, 0, MEL, mouse
mynn, 0.167, 0.930, 0.742, 0, NeuronalProgenitor_(EMTAB1822), mouse
mynn, 0.167, 0.930, 0.742, 0, NeuronalProgenitor_(GSE54016), mouse
mynn, 0.149, 0.900, 0.690, 0, Neuron, mouse
mynn, , , , NA, Lymphoblast_PMC3334567, mouse
mynn, , , 0.660, 0, GM12878, human
mynn, , , 0.657, 0, K562, human
mynn, , , 0.634, 0, H1ESC, human
mynn, , , 0.583, 0, HSMM, human
mynn, , , 0.732, 0, HUVEC, human
mynn, , , 0.562, 0, HMEC, human
mynn, , , 0.529, 0, HCC1954, human
mynn, , , 0.660, 0, PBMC, human
mynn, , , , NA, B_Cell, human
atr, 0.254, 0.591, 0.601, 0, Fibroblast, mouse
atr, 0.658, 0.963, 0.660, 0, Bcellcd43n, mouse
atr, 0.343, 0.969, 0.486, 0, Heart, mouse
atr, 0.810, 0.992, 0.514, 0, Kidney, mouse
atr, 0.071, 0.963, 0.442, 0, Liver, mouse
atr, 0.484, 0.926, 0.526, 0, SmIntestine, mouse
atr, 0.554, 0.974, 0.545, 0, Spleen, mouse
atr, 0.829, 0.992, 0.889, 0, Testis, mouse
atr, 0.826, 0.957, 0.564, 0, Thymus, mouse
atr, 0.406, 0.911, 0.480, 0, C2C12_EqS, mouse
atr, 0.184, 0.758, 0.524, 0, C2C12, mouse
atr, 0.090, 0.710, 0.646, 0, CH12, mouse
atr, 0.340, 0.909, 0.559, 0, E14_WholeBrain, mouse
atr, 0.019, 0.660, 0.461, 0, Erythroblast, mouse
atr, 0.678, 0.974, 0.643, 0, ESBruce4, mouse
atr, 0.049, 0.716, 0.657, 0, ES, mouse
atr, 0.026, 0.688, 0.589, 0, G1E_ER, mouse
atr, 0.059, 0.708, 0.597, 0, G1E, mouse
atr, 0.292, 0.907, 0.765, 0, Lymphoblast, mouse
atr, 0.035, 0.698, 0.383, 0, Megakaryocyte, mouse
atr, 0.106, 0.913, 0.694, 0, MEL, mouse
atr, 0.055, 0.695, 0.615, 0, NeuronalProgenitor_(EMTAB1822), mouse
atr, 0.055, 0.695, 0.615, 0, NeuronalProgenitor_(GSE54016), mouse
atr, 0.090, 0.627, 0.516, 0, Neuron, mouse
atr, , , , NA, Lymphoblast_PMC3334567, mouse
atr, , , 0.653, 0, GM12878, human
atr, , , 0.705, 0, K562, human
atr, , , 0.631, 0, H1ESC, human
atr, , , 0.599, 0, HSMM, human
atr, , , 0.698, 0, HUVEC, human
atr, , , 0.701, 0, HMEC, human
atr, , , 0.620, 0, HCC1954, human
atr, , , 0.653, 0, PBMC, human
atr, , , , NA, B_Cell, human
pou3f1, 0.970, 0.075, 0.203, 1, Fibroblast, mouse
pou3f1, 0.994, 0.592, 0.069, 1, Bcellcd43n, mouse
pou3f1, 0.997, 0.599, 0.223, 1, Heart, mouse
pou3f1, 0.992, 0.201, 0.189, 1, Kidney, mouse
pou3f1, 0.996, 0.111, 0.774, 1, Liver, mouse
pou3f1, 0.999, 0.369, 0.647, 1, SmIntestine, mouse
pou3f1, 0.995, 0.441, 0.205, 1, Spleen, mouse
pou3f1, 0.972, 0.112, 0.535, 1, Testis, mouse
pou3f1, 0.989, 0.225, 0.473, 1, Thymus, mouse
pou3f1, 0.999, 0.057, 0.358, 1, C2C12_EqS, mouse
pou3f1, 0.995, 0.808, 0.395, 0, C2C12, mouse
pou3f1, 0.808, 0.502, 0.120, 1, CH12, mouse
pou3f1, 0.985, 0.469, 0.934, 1, E14_WholeBrain, mouse
pou3f1, 0.998, 0.532, 0.611, 1, Erythroblast, mouse
pou3f1, 0.968, 0.511, 0.907, 1, ESBruce4, mouse
pou3f1, 0.980, 0.490, 0.894, 1, ES, mouse
pou3f1, 0.654, 0.576, 0.152, 1, G1E_ER, mouse
pou3f1, 0.875, 0.509, 0.095, 1, G1E, mouse
pou3f1, 0.998, 0.046, 0.709, 1, Lymphoblast, mouse
pou3f1, 0.999, 0.373, 0.596, 1, Megakaryocyte, mouse
pou3f1, 0.885, 0.034, 0.097, 1, MEL, mouse
pou3f1, 0.992, 0.273, 0.605, 1, NeuronalProgenitor_(EMTAB1822), mouse
pou3f1, 0.992, 0.273, 0.605, 1, NeuronalProgenitor_(GSE54016), mouse
pou3f1, 0.994, 0.245, 0.913, 1, Neuron, mouse
pou3f1, , , , NA, Lymphoblast_PMC3334567, mouse
pou3f1, , , 0.419, 1, GM12878, human
pou3f1, , , 0.329, 1, K562, human
pou3f1, , , 0.591, 1, H1ESC, human
pou3f1, , , 0.332, 1, HSMM, human
pou3f1, , , 0.164, 1, HUVEC, human
pou3f1, , , 0.394, 1, HMEC, human
pou3f1, , , 0.346, 1, HCC1954, human
pou3f1, , , 0.419, 1, PBMC, human
pou3f1, , , , NA, B_Cell, human
lypla2, 0.336, 0.542, 0.869, 0, Fibroblast, mouse
lypla2, 0.121, 0.853, 0.962, 0, Bcellcd43n, mouse
lypla2, 0.246, 0.552, 0.903, 0, Heart, mouse
lypla2, 0.305, 0.656, 0.913, 0, Kidney, mouse
lypla2, 0.555, 0.624, 0.929, 0, Liver, mouse
lypla2, 0.139, 0.858, 0.920, 0, SmIntestine, mouse
lypla2, 0.359, 0.835, 0.958, 0, Spleen, mouse
lypla2, 0.044, 0.569, 0.640, 0, Testis, mouse
lypla2, 0.214, 0.792, 0.942, 0, Thymus, mouse
lypla2, 0.048, 0.666, 0.950, 0, C2C12_EqS, mouse
lypla2, 0.481, 0.687, 0.957, 0, C2C12, mouse
lypla2, 0.095, 0.903, 0.950, 0, CH12, mouse
lypla2, 0.870, 0.969, 0.945, 0, E14_WholeBrain, mouse
lypla2, 0.499, 0.891, 0.969, 0, Erythroblast, mouse
lypla2, 0.196, 0.723, 0.907, 0, ESBruce4, mouse
lypla2, 0.290, 0.743, 0.916, 0, ES, mouse
lypla2, 0.295, 0.930, 0.946, 0, G1E_ER, mouse
lypla2, 0.380, 0.958, 0.959, 0, G1E, mouse
lypla2, 0.554, 0.819, 0.825, 0, Lymphoblast, mouse
lypla2, 0.299, 0.928, 0.988, 0, Megakaryocyte, mouse
lypla2, 0.484, 0.679, 0.922, 0, MEL, mouse
lypla2, 0.040, 0.842, 0.947, 0, NeuronalProgenitor_(EMTAB1822), mouse
lypla2, 0.040, 0.842, 0.947, 0, NeuronalProgenitor_(GSE54016), mouse
lypla2, 0.210, 0.891, 0.958, 0, Neuron, mouse
lypla2, , , , NA, Lymphoblast_PMC3334567, mouse
lypla2, , , 0.659, 0, GM12878, human
lypla2, , , 0.730, 0, K562, human
lypla2, , , 0.804, 0, H1ESC, human
lypla2, , , 0.786, 0, HSMM, human
lypla2, , , 0.672, 0, HUVEC, human
lypla2, , , 0.909, 0, HMEC, human
lypla2, , , 0.925, 0, HCC1954, human
lypla2, , , 0.659, 0, PBMC, human
lypla2, , , , NA, B_Cell, human
sdc3, 0.288, 0.561, 0.923, 0, Fibroblast, mouse
sdc3, 0.668, 0.358, 0.579, 1, Bcellcd43n, mouse
sdc3, 0.374, 0.616, 0.872, 0, Heart, mouse
sdc3, 0.478, 0.271, 0.647, 1, Kidney, mouse
sdc3, 0.705, 0.462, 0.816, 1, Liver, mouse
sdc3, 0.862, 0.424, 0.428, 1, SmIntestine, mouse
sdc3, 0.678, 0.492, 0.872, 1, Spleen, mouse
sdc3, 0.547, 0.260, 0.558, 1, Testis, mouse
sdc3, 0.725, 0.274, 0.706, 1, Thymus, mouse
sdc3, 0.611, 0.303, 0.758, 1, C2C12_EqS, mouse
sdc3, 0.577, 0.635, 0.903, 0, C2C12, mouse
sdc3, 0.949, 0.329, 0.349, 1, CH12, mouse
sdc3, 0.793, 0.562, 0.890, 1, E14_WholeBrain, mouse
sdc3, 0.873, 0.454, 0.801, 1, Erythroblast, mouse
sdc3, 0.667, 0.167, 0.508, 1, ESBruce4, mouse
sdc3, 0.923, 0.366, 0.548, 1, ES, mouse
sdc3, 0.892, 0.392, 0.372, 1, G1E_ER, mouse
sdc3, 0.883, 0.416, 0.375, 1, G1E, mouse
sdc3, 0.952, 0.353, 0.672, 1, Lymphoblast, mouse
sdc3, 0.931, 0.474, 0.879, 1, Megakaryocyte, mouse
sdc3, 0.704, 0.199, 0.464, 1, MEL, mouse
sdc3, 0.903, 0.514, 0.699, 1, NeuronalProgenitor_(EMTAB1822), mouse
sdc3, 0.903, 0.514, 0.699, 1, NeuronalProgenitor_(GSE54016), mouse
sdc3, 0.789, 0.670, 0.983, 1, Neuron, mouse
sdc3, , , , NA, Lymphoblast_PMC3334567, mouse
sdc3, , , 0.380, 1, GM12878, human
sdc3, , , 0.759, 0, K562, human
sdc3, , , 0.605, 1, H1ESC, human
sdc3, , , 0.930, 0, HSMM, human
sdc3, , , 0.703, 0, HUVEC, human
sdc3, , , 0.653, 1, HMEC, human
sdc3, , , 0.737, 0, HCC1954, human
sdc3, , , 0.380, 1, PBMC, human
sdc3, , , , NA, B_Cell, human
znf678, , , 0.474, 1, GM12878, human
znf678, , , 0.503, 0, K562, human
znf678, , , 0.595, 0, H1ESC, human
znf678, , , 0.482, 0, HSMM, human
znf678, , , 0.505, 0, HUVEC, human
znf678, , , 0.446, 0, HMEC, human
znf678, , , 0.489, 0, HCC1954, human
znf678, , , 0.474, 0, PBMC, human
znf678, , , , NA, B_Cell, human
unc80, 0.904, 0.009, 0.203, 1, Fibroblast, mouse
unc80, 0.799, 0.305, 0.219, 1, Bcellcd43n, mouse
unc80, 0.831, 0.279, 0.223, 1, Heart, mouse
unc80, 0.910, 0.347, 0.384, 1, Kidney, mouse
unc80, 0.792, 0.361, 0.195, 1, Liver, mouse
unc80, 0.876, 0.152, 0.225, 1, SmIntestine, mouse
unc80, 0.822, 0.215, 0.205, 1, Spleen, mouse
unc80, 0.746, 0.317, 0.289, 1, Testis, mouse
unc80, 0.739, 0.267, 0.371, 1, Thymus, mouse
unc80, 0.910, 0.330, 0.223, 1, C2C12_EqS, mouse
unc80, 0.835, 0.195, 0.228, 1, C2C12, mouse
unc80, 0.593, 0.168, 0.258, 1, CH12, mouse
unc80, 0.478, 0.463, 0.337, 1, E14_WholeBrain, mouse
unc80, 0.438, 0.099, 0.430, 0, Erythroblast, mouse
unc80, 0.900, 0.455, 0.157, 1, ESBruce4, mouse
unc80, 0.529, 0.223, 0.223, 1, ES, mouse
unc80, 0.718, 0.121, 0.310, 1, G1E_ER, mouse
unc80, 0.669, 0.104, 0.257, 1, G1E, mouse
unc80, 0.774, 0.227, 0.328, 1, Lymphoblast, mouse
unc80, 0.455, 0.128, 0.423, 0, Megakaryocyte, mouse
unc80, 0.797, 0.285, 0.280, 1, MEL, mouse
unc80, 0.490, 0.173, 0.276, 1, NeuronalProgenitor_(EMTAB1822), mouse
unc80, 0.490, 0.173, 0.276, 1, NeuronalProgenitor_(GSE54016), mouse
unc80, 0.589, 0.709, 0.559, 0, Neuron, mouse
unc80, , , , NA, Lymphoblast_PMC3334567, mouse
unc80, , , 0.288, 1, GM12878, human
unc80, , , 0.152, 1, K562, human
unc80, , , 0.322, 0, H1ESC, human
unc80, , , 0.118, 1, HSMM, human
unc80, , , 0.164, 1, HUVEC, human
unc80, , , 0.123, 1, HMEC, human
unc80, , , 0.113, 1, HCC1954, human
unc80, , , 0.288, 1, PBMC, human
unc80, , , , NA, B_Cell, human
rars2, 0.274, 0.764, 0.602, 0, Fibroblast, mouse
rars2, 0.414, 0.831, 0.662, 0, Bcellcd43n, mouse
rars2, 0.351, 0.823, 0.602, 0, Heart, mouse
rars2, 0.447, 0.913, 0.658, 0, Kidney, mouse
rars2, 0.241, 0.939, 0.540, 0, Liver, mouse
rars2, 0.149, 0.919, 0.627, 0, SmIntestine, mouse
rars2, 0.301, 0.916, 0.569, 0, Spleen, mouse
rars2, 0.319, 0.858, 0.551, 0, Testis, mouse
rars2, 0.333, 0.824, 0.551, 0, Thymus, mouse
rars2, 0.376, 0.910, 0.598, 0, C2C12_EqS, mouse
rars2, 0.289, 0.723, 0.579, 0, C2C12, mouse
rars2, 0.114, 0.825, 0.711, 0, CH12, mouse
rars2, 0.306, 0.887, 0.606, 0, E14_WholeBrain, mouse
rars2, 0.068, 0.727, 0.470, 0, Erythroblast, mouse
rars2, 0.398, 0.861, 0.670, 0, ESBruce4, mouse
rars2, 0.198, 0.787, 0.631, 0, ES, mouse
rars2, 0.158, 0.762, 0.613, 0, G1E_ER, mouse
rars2, 0.108, 0.800, 0.659, 0, G1E, mouse
rars2, 0.208, 0.882, 0.844, 0, Lymphoblast, mouse
rars2, 0.126, 0.831, 0.506, 0, Megakaryocyte, mouse
rars2, 0.159, 0.580, 0.719, 0, MEL, mouse
rars2, 0.252, 0.740, 0.577, 0, NeuronalProgenitor_(EMTAB1822), mouse
rars2, 0.252, 0.740, 0.577, 0, NeuronalProgenitor_(GSE54016), mouse
rars2, 0.309, 0.808, 0.621, 0, Neuron, mouse
rars2, , , , NA, Lymphoblast_PMC3334567, mouse
rars2, , , 0.814, 0, GM12878, human
rars2, , , 0.854, 0, K562, human
rars2, , , 0.870, 0, H1ESC, human
rars2, , , 0.710, 0, HSMM, human
rars2, , , 0.892, 0, HUVEC, human
rars2, , , 0.750, 0, HMEC, human
rars2, , , 0.698, 0, HCC1954, human
rars2, , , 0.814, 0, PBMC, human
rars2, , , , NA, B_Cell, human
exoc5, 0.129, 0.573, 0.794, 0, Fibroblast, mouse
exoc5, 0.793, 0.841, 0.749, 0, Bcellcd43n, mouse
exoc5, 0.522, 0.977, 0.606, 0, Heart, mouse
exoc5, 0.805, 0.974, 0.656, 0, Kidney, mouse
exoc5, 0.080, 0.908, 0.613, 0, Liver, mouse
exoc5, 0.393, 0.886, 0.819, 0, SmIntestine, mouse
exoc5, 0.795, 0.933, 0.686, 0, Spleen, mouse
exoc5, 0.505, 0.859, 0.671, 0, Testis, mouse
exoc5, 0.758, 0.947, 0.774, 0, Thymus, mouse
exoc5, 0.310, 0.841, 0.625, 0, C2C12_EqS, mouse
exoc5, 0.259, 0.779, 0.669, 0, C2C12, mouse
exoc5, 0.319, 0.649, 0.700, 0, CH12, mouse
exoc5, 0.440, 0.890, 0.839, 0, E14_WholeBrain, mouse
exoc5, 0.027, 0.725, 0.693, 0, Erythroblast, mouse
exoc5, 0.423, 0.893, 0.716, 0, ESBruce4, mouse
exoc5, 0.105, 0.670, 0.617, 0, ES, mouse
exoc5, 0.077, 0.692, 0.671, 0, G1E_ER, mouse
exoc5, 0.057, 0.633, 0.603, 0, G1E, mouse
exoc5, 0.336, 0.753, 0.850, 0, Lymphoblast, mouse
exoc5, 0.028, 0.676, 0.595, 0, Megakaryocyte, mouse
exoc5, 0.023, 0.979, 0.762, 0, MEL, mouse
exoc5, 0.094, 0.644, 0.630, 0, NeuronalProgenitor_(EMTAB1822), mouse
exoc5, 0.094, 0.644, 0.630, 0, NeuronalProgenitor_(GSE54016), mouse
exoc5, 0.076, 0.573, 0.699, 0, Neuron, mouse
exoc5, , , , NA, Lymphoblast_PMC3334567, mouse
exoc5, , , 0.711, 0, GM12878, human
exoc5, , , 0.679, 0, K562, human
exoc5, , , 0.787, 0, H1ESC, human
exoc5, , , 0.782, 0, HSMM, human
exoc5, , , 0.878, 0, HUVEC, human
exoc5, , , 0.758, 0, HMEC, human
exoc5, , , 0.647, 0, HCC1954, human
exoc5, , , 0.711, 0, PBMC, human
exoc5, , , , NA, B_Cell, human
kctd12, 0.436, 0.318, 0.945, 0, Fibroblast, mouse
kctd12, 0.452, 0.584, 0.985, 0, Bcellcd43n, mouse
kctd12, 0.646, 0.720, 0.888, 0, Heart, mouse
kctd12, 0.743, 0.466, 0.864, 1, Kidney, mouse
